nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned
BHALL01602,2721,750,2,45 Francis,HALL,Hallway Intersection 16 Level 2 ,Hallway B1602,Team B
BHALL01702,2945,710,2,45 Francis,HALL,Hallway Intersection 17 Level 2,Hallway B1702,Team B
BHALL01802,2610,953,2,45 Francis,HALL,Hallway Intersection 18 Level 2,Hallway B1802,Team B
BHALL01902,2679,1038,2,45 Francis,HALL,Hallway intersection 19 Level 2,Hallway B1902,Team B
BHALL02002,2761,1041,2,45 Francis,HALL,Hallway Intersection 20 Level 2,Hallway B2002,Team B
BHALL02102,2841,1024,2,45 Francis,HALL,Hallway Intersection 21 Level 2,Hallway B2102,Team B
BHALL02202,2900,985,2,45 Francis,HALL,Hallway Intersection 22 Level 2,Hallway B2202,Team B
BHALL02302,2914,963,2,45 Francis,HALL,Hallway Intersection 23 Level 2,Hallway B2302,Team B
BHALL02402,3039,988,2,45 Francis,HALL,Hallway Intersection 24 Level 2,Hallway B2402,Team B
BHALL02502,3163,965,2,45 Francis,HALL,Hallway Intersection 25 Level 2,Hallway B2502,Team B
BHALL02602,3285,941,2,45 Francis,HALL,Hallway Intersection 26 Level 2,Hallway B2602,Team B
BHALL02702,3288,1043,2,45 Francis,HALL,Hallway Intersection 27 Level 2,Hallway B2702,Team B
BHALL02802,3063,1043,2,45 Francis,HALL,Hallway Intersection 28 Level 2,Hallway B2802,Team B
BHALL02902,2788,1091,2,45 Francis,HALL,Hallway Intersection 29 Level 2,Hallway B2902,Team B
BHALL03002,2785,1165,2,45 Francis,HALL,Hallway Intersection 30 Level 2,Hallway B3002,Team B
BHALL03102,2552,1284,2,45 Francis,HALL,Hallway Intersection 31 Level 2,Hallway B3102,Team B
BHALL03202,2558,1472,2,45 Francis,HALL,Hallway Intersection 32 Level 2,Hallway B3202,Team B
BINFO00102,2962,962,2,45 Francis,INFO,Information Desk 1 Level 2,INFO B0102,Team B
BINFO00202,3136,963,2,45 Francis,INFO,Key icon Level 2,INFO B0202,Team B
BLABS00102,2248,1336,2,45 Francis,LABS,Vascular Diagnostic Lab Level 2,Labs B0102,Team B
BLABS00202,2945,995,2,45 Francis,LABS,Outpatient Speciman Collection Level 2,Labs B0202,Team B
BREST00102,2178,1016,2,45 Francis,REST,Restroom 1 Level 2,REST B0102,Team B
BREST00202,2606,841,2,45 Francis,REST,Restroom 2 Level 2,REST B0202,Team B
BREST00302,2225,1278,2,45 Francis,REST,Restroom 3 Level 2,REST B0302,Team B
BREST00402,2553,1389,2,45 Francis,REST,Restroom 4 Level 2,REST B0402,Team B
BREST00502,2775,1152,2,45 Francis,REST,Restroom 5 Level 2,REST B0502,Team B
BRETL00102,3279,1005,2,45 Francis,RETL,Cafe 1 Level 2,RETL B0102,Team B
BSERV00102,2853,1067,2,45 Francis,SERV,Patient Financial Services Level 2,SERV B0102,Team B
BSTAI00102,2177,902,2,45 Francis,STAI,Staircase Intersection 1 Level 2,Stair B0102,Team B
BSTAI00202,2282,827,2,45 Francis,STAI,Staircase Intersection 2 Level 2,Stair B0202,Team B
BSTAI00302,2554,784,2,45 Francis,STAI,Staircase Intersection 3 Level 2,Stair B0302,Team B
BSTAI00402,2905,895,2,45 Francis,STAI,Staircase Intersection 4 Level 2,Stair B0402,Team B
BSTAI00502,2946,840,2,45 Francis,STAI,Staircase Intersection 5 Level 2,Stair B0502,Team B
BSTAI00602,3217,884,2,45 Francis,STAI,Staircase Intersection 6 Level 2,Stair B0602,Team B
BSTAI00702,2811,1159,2,45 Francis,STAI,Staircase Intersection 7 Level 2,Stair B0702,Team B
BSTAI00802,2554,1316,2,45 Francis,STAI,Staircase Intersection 8 Level 2,Stair B0802,Team B
BSTAI00902,2190,1290,2,45 Francis,STAI,Staircase Intersection 9 Level 2,Stair B0902,Team B
BSTAI01002,2231,932,2,45 Francis,STAI,Staircase Intersection 10 Level 2,Stair B1002,Team B
BHALL03302,3228,880,2,45 Francis,HALL,Hallway Intersection 33 Level 2,Hallway B3302,Team B
BHALL03402,3075,967,2,45 Francis,HALL,Hallway Intersection 34 Level 2,Hallway B3402,Team B
